date,p_risk_off,w_beta_suggested,exposure_suggested,ret_21d,ret_63d,mom_252d,vol_63d,dd_126d,p_risk_off_cal
2022-07-25,0.3242621276,0.3242621276,0.6757378724,0.0463225906,-0.0674949235,-0.0880240225,0.0179141465,-0.1392371251,0.4571546011
2022-07-26,0.3259560218,0.3259560218,0.6740439782,0.0020748714,-0.0838445558,-0.1010249638,0.0179447650,-0.1494261460,0.4576029147
2022-07-27,0.2932813392,0.2932813392,0.7067186608,0.0320402645,-0.0320225185,-0.0734847010,0.0179100680,-0.1273389926,0.4487337019
2022-07-28,0.2927990197,0.2927990197,0.7072009803,0.0667809062,-0.0226281393,-0.0614716554,0.0179796696,-0.1163938879,0.4485989498
2022-07-29,0.3002609509,0.3002609509,0.6997390491,0.0832138950,-0.0328116681,-0.0517212893,0.0177849755,-0.1035132994,0.4506702802
2022-08-01,0.2838920163,0.2838920163,0.7161079837,0.0888566551,0.0013288464,-0.0499071204,0.0171620017,-0.1061663837,0.4460878977
2022-08-02,0.2888131465,0.2888131465,0.7111868535,0.0703505110,-0.0112276279,-0.0541999016,0.0171662254,-0.1120633843,0.4474806219
2022-08-03,0.2807037348,0.2807037348,0.7192962652,0.0850614722,-0.0003262078,-0.0471282705,0.0172706904,-0.0981573288,0.4451782615
2022-08-04,0.3009612305,0.3009612305,0.6990387695,0.0806738383,-0.0305340723,-0.0430868925,0.0168291060,-0.0987730617,0.4508632287
2022-08-05,0.2776899094,0.2776899094,0.7223100906,0.0629258978,0.0034969449,-0.0507121241,0.0162166514,-0.1002942841,0.4443129299
2022-08-08,0.2749532201,0.2749532201,0.7250467799,0.0625766181,0.0083618454,-0.0533460830,0.0161984739,-0.1013355971,0.4435224441
2022-08-09,0.2626815742,0.2626815742,0.7373184258,0.0705830432,0.0375658307,-0.0563731866,0.0156742229,-0.1049077533,0.4399194824
2022-08-10,0.2528189429,0.2528189429,0.7471810571,0.1028270472,0.0569233186,-0.0377154761,0.0158807017,-0.0861052632,0.4369493678
2022-08-11,0.2449326200,0.2449326200,0.7550673800,0.1086508782,0.0739847088,-0.0401064242,0.0157336369,-0.0861052632,0.4345222095
2022-08-12,0.2342420678,0.2342420678,0.7657579322,0.1301615354,0.0933080166,-0.0268008050,0.0158537292,-0.0706349745,0.4311512100
2022-08-15,0.2419438274,0.2419438274,0.7580561726,0.1135455046,0.0721765049,-0.0245380482,0.0155973159,-0.0668047538,0.4335894477
2022-08-16,0.2404651303,0.2404651303,0.7595348697,0.1250119161,0.0786572898,-0.0249218610,0.0155828376,-0.0649756650,0.4331252421
2022-08-17,0.2509362679,0.2509362679,0.7490637321,0.0876449013,0.0494135168,-0.0254592721,0.0154206681,-0.0716129032,0.4363743068
2022-08-18,0.2269214991,0.2269214991,0.7730785009,0.0838981532,0.0966777763,-0.0118299126,0.0144918434,-0.0689100170,0.4287847156
2022-08-19,0.2285420064,0.2285420064,0.7714579936,0.0585571367,0.0886053537,-0.0265865448,0.0145834878,-0.0814216186,0.4293128581
2022-08-22,0.2425007105,0.2425007105,0.7574992895,0.0462163521,0.0654647939,-0.0543948290,0.0148509930,-0.1005523486,0.4337637984
2022-08-23,0.2552219271,0.2552219271,0.7447780729,0.0424150935,0.0433699927,-0.0649048556,0.0146849685,-0.1027277872,0.4376795011
2022-08-24,0.2517300202,0.2517300202,0.7482699798,0.0582768450,0.0547622900,-0.0634115319,0.0146482078,-0.0998573854,0.4366170846
2022-08-25,0.2416540831,0.2416540831,0.7583459169,0.0460547136,0.0602910166,-0.0521575209,0.0147091017,-0.0871488398,0.4334986321
2022-08-26,0.2701383238,0.2701383238,0.7298616762,-0.0018727599,0.0043281785,-0.0788135293,0.0151477313,-0.1180486701,0.4421204118
2022-08-29,0.2863149489,0.2863149489,0.7136850511,-0.0227158524,-0.0262148820,-0.0930082139,0.0148449493,-0.1238777589,0.4467752963
2022-08-30,0.2902488303,0.2902488303,0.7097511697,-0.0305760907,-0.0314713979,-0.1068900348,0.0148911796,-0.1334963214,0.4478844188
2022-08-31,0.2918822926,0.2918822926,0.7081177074,-0.0315643754,-0.0310035993,-0.1123985905,0.0148873103,-0.1400905490,0.4483424929
2022-09-01,0.2983188536,0.2983188536,0.7016811464,-0.0435052173,-0.0461341671,-0.1100936714,0.0146857855,-0.1373921902,0.4501339010
2022-09-02,0.2953459886,0.2953459886,0.7046540114,-0.0529492586,-0.0404474079,-0.1221510544,0.0146025664,-0.1464923599,0.4493091579
2022-09-06,0.3000583896,0.3000583896,0.6999416104,-0.0549258388,-0.0469647954,-0.1252480228,0.0146007691,-0.1497113752,0.4506144233
2022-09-07,0.2944445535,0.2944445535,0.7055554465,-0.0368250690,-0.0390520350,-0.1063584139,0.0147332625,-0.1344289757,0.4490581838
2022-09-08,0.2848586227,0.2848586227,0.7151413773,-0.0266636655,-0.0221479187,-0.0994110173,0.0146993160,-0.1287741935,0.4463625258
2022-09-09,0.2564557744,0.2564557744,0.7435442256,-0.0318790824,0.0172401677,-0.0814673285,0.0145174503,-0.1152393888,0.4380527466
2022-09-12,0.2345612819,0.2345612819,0.7654387181,-0.0214731753,0.0588749300,-0.0642470871,0.0140774776,-0.1057294850,0.4312532909
2022-09-13,0.2342147769,0.2342147769,0.7657852231,-0.0796035533,0.0527978691,-0.1071852184,0.0143387526,-0.1446157329,0.4311424785
2022-09-14,0.2294961453,0.2294961453,0.7705038547,-0.0798832716,0.0600169912,-0.0989302844,0.0143343314,-0.1413514431,0.4296226659
2022-09-15,0.2440101220,0.2440101220,0.7559898780,-0.0921105831,0.0332484694,-0.1165533895,0.0143162271,-0.1511013016,0.4342350878
2022-09-16,0.2330012346,0.2330012346,0.7669987654,-0.0925837875,0.0604748050,-0.1218770352,0.0136948456,-0.1575664969,0.4307535421
2022-09-19,0.2291945683,0.2291945683,0.7708054317,-0.0882013280,0.0663953981,-0.1063669073,0.0137204429,-0.1510333899,0.4295248363
2022-09-20,0.2554405235,0.2554405235,0.7445594765,-0.0863912150,0.0282663264,-0.1016492437,0.0134582889,-0.1607787210,0.4377457088
2022-09-21,0.2694466096,0.2694466096,0.7305533904,-0.0832303545,0.0121706898,-0.1164975309,0.0136448918,-0.1754136955,0.4419177854
2022-09-22,0.2810428433,0.2810428433,0.7189571567,-0.0887327497,-0.0060785673,-0.1323609600,0.0136328824,-0.1823452179,0.4452752911
2022-09-23,0.3121038473,0.3121038473,0.6878961527,-0.1068610143,-0.0528505479,-0.1571555370,0.0131706904,-0.1960475382,0.4539019238
2022-09-26,0.3124285384,0.3124285384,0.6875714616,-0.1280018450,-0.0586164431,-0.1668700319,0.0132153963,-0.2039954726,0.4539896137
2022-09-27,0.3108114922,0.3108114922,0.6891885078,-0.0997582148,-0.0414377777,-0.1665969661,0.0129784347,-0.2060305603,0.4535524281
2022-09-28,0.2971869637,0.2971869637,0.7028130363,-0.0759378545,-0.0217806346,-0.1327426117,0.0132270391,-0.1853779537,0.4498204175
2022-09-29,0.3060927438,0.3060927438,0.6939072562,-0.0851982089,-0.0343684592,-0.1522779597,0.0134453684,-0.1990786910,0.4522698653
2022-09-30,0.3249157556,0.3249157556,0.6750842444,-0.0924407355,-0.0592553177,-0.1550493613,0.0135006175,-0.2114665008,0.4573277285
2022-10-03,0.3061608564,0.3061608564,0.6938391436,-0.0713856457,-0.0362323577,-0.1429259998,0.0139284086,-0.1906409822,0.4522884517
2022-10-04,0.2857394184,0.2857394184,0.7142605816,-0.0324079600,-0.0097150628,-0.1048179911,0.0144754846,-0.1548917953,0.4466123142
2022-10-05,0.2960335934,0.2960335934,0.7039664066,-0.0310024893,-0.0265995571,-0.1161121270,0.0143492641,-0.1526082725,0.4495003164
2022-10-06,0.2971349090,0.2971349090,0.7028650910,-0.0579340213,-0.0358452487,-0.1288362847,0.0144043377,-0.1613529584,0.4498059851
2022-10-07,0.3037304965,0.3037304965,0.6962695035,-0.0901565228,-0.0519090914,-0.1604082797,0.0147515165,-0.1825637123,0.4516239020
2022-10-10,0.2977845902,0.2977845902,0.7022154098,-0.1109141011,-0.0507497180,-0.1652842535,0.0147415598,-0.1841929804,0.4499860142
2022-10-11,0.2963076235,0.2963076235,0.7036923765,-0.1259378702,-0.0517783978,-0.1645200551,0.0147475317,-0.1893579059,0.4495764310
2022-10-12,0.3078026229,0.3078026229,0.6921973771,-0.0892221052,-0.0526118746,-0.1652529937,0.0147495672,-0.1920366240,0.4527357987
2022-10-13,0.3009969845,0.3009969845,0.6990030155,-0.0687304249,-0.0458287863,-0.1462649484,0.0149354643,-0.1707054819,0.4508730736
2022-10-14,0.3117854313,0.3117854313,0.6882145687,-0.0795064546,-0.0598203999,-0.1795233817,0.0151657073,-0.1896091091,0.4538158830
2022-10-17,0.3140569827,0.3140569827,0.6859430173,-0.0486073977,-0.0610262898,-0.1648046801,0.0151275108,-0.1687850687,0.4544287065
2022-10-18,0.3079262812,0.3079262812,0.6920737188,-0.0448336271,-0.0560120378,-0.1575012230,0.0151841820,-0.1583899745,0.4527694423
2022-10-19,0.3168405055,0.3168405055,0.6831594945,-0.0405933223,-0.0721509906,-0.1698847286,0.0151385703,-0.1516714846,0.4551765722
2022-10-20,0.3162095342,0.3162095342,0.6837904658,-0.0317519581,-0.0713151596,-0.1800460315,0.0151311876,-0.1461141226,0.4550073387
2022-10-21,0.3024222898,0.3024222898,0.6975777102,0.0001854933,-0.0499050605,-0.1623205880,0.0154631017,-0.1253634574,0.4512650219
2022-10-24,0.2919936960,0.2919936960,0.7080063040,0.0296779353,-0.0267604547,-0.1511861102,0.0154807222,-0.1146624960,0.4483736820
2022-10-25,0.3014598236,0.3014598236,0.6985401764,0.0565671790,-0.0362440272,-0.1422199134,0.0152566095,-0.1005236692,0.4510004596
2022-10-26,0.3150465726,0.3150465726,0.6849534274,0.0512949911,-0.0553527373,-0.1494540019,0.0151899353,-0.1073001378,0.4546949703
2022-10-27,0.3225063202,0.3225063202,0.6774936798,0.0255035133,-0.0738972231,-0.1502107339,0.0150717532,-0.1120671497,0.4566886871
2022-10-28,0.3100703872,0.3100703872,0.6899296128,0.0723028506,-0.0490488817,-0.1383238480,0.0153921327,-0.0909412246,0.4533516696
2022-10-31,0.3150850889,0.3150850889,0.6849149111,0.0812820885,-0.0496474151,-0.1462891247,0.0153962100,-0.0975070634,0.4547053250
2022-11-01,0.3203822642,0.3203822642,0.6796177358,0.0488505179,-0.0683954627,-0.1514798879,0.0152593117,-0.1014557665,0.4561233770
2022-11-02,0.3257783761,0.3257783761,0.6742216239,-0.0081986086,-0.0911541080,-0.1761080042,0.0155579441,-0.1240052585,0.4575559517
2022-11-03,0.3315531875,0.3315531875,0.6684468125,-0.0161277028,-0.0989948295,-0.1895384601,0.0155983314,-0.1330284447,0.4590763187
2022-11-04,0.3239498265,0.3239498265,0.6760501735,0.0084422038,-0.0849654269,-0.1817180418,0.0157269230,-0.1205480248,0.4570718210
2022-11-07,0.3232960348,0.3232960348,0.6767039652,0.0472975674,-0.0725303295,-0.1767486862,0.0157819654,-0.1121397807,0.4568983967
2022-11-08,0.3362087359,0.3362087359,0.6637912641,0.0610487118,-0.0867101134,-0.1730208502,0.0155505948,-0.1073485584,0.4602928535
2022-11-09,0.3505634422,0.3500000000,0.6494365578,0.0458161619,-0.1055205059,-0.1873669477,0.0157377831,-0.1257338753,0.4639960368
2022-11-10,0.3221150343,0.3221150343,0.6778849657,0.1069353077,-0.0720818810,-0.1357707088,0.0171288074,-0.0776981796,0.4565846867
2022-11-11,0.3104199439,0.3104199439,0.6895800561,0.0889088943,-0.0669393240,-0.1276687425,0.0171701674,-0.0687645716,0.4534463922
2022-11-14,0.3236645721,0.3236645721,0.6763354279,0.1048275423,-0.0766886093,-0.1415744551,0.0171921515,-0.0766886093,0.4569961758
2022-11-15,0.3060872683,0.3060872683,0.6939127317,0.0863366247,-0.0621557368,-0.1345522949,0.0172172401,-0.0688129922,0.4522683710
2022-11-16,0.3089804032,0.3089804032,0.6910195968,0.0655273200,-0.0720115534,-0.1445419134,0.0172310777,-0.0759163001,0.4530559499
2022-11-17,0.3051554980,0.3051554980,0.6948445020,0.0698611381,-0.0622427806,-0.1450624704,0.0171600904,-0.0787368023,0.4520138893
2022-11-18,0.2926050771,0.2926050771,0.7073949229,0.0837947802,-0.0379582766,-0.1441158229,0.0169810245,-0.0745629432,0.4485447308
2022-11-21,0.2866326379,0.2866326379,0.7133673621,0.0542425803,-0.0391250599,-0.1456834653,0.0169839447,-0.0779209146,0.4468651821
2022-11-22,0.2766434163,0.2766434163,0.7233565837,0.0555093714,-0.0293055493,-0.1317477742,0.0170687821,-0.0655179677,0.4440111905
2022-11-23,0.2770635241,0.2770635241,0.7229364759,0.0454638437,-0.0367884102,-0.1274234058,0.0169902917,-0.0596300179,0.4441324013
2022-11-25,0.2610458496,0.2610458496,0.7389541504,0.0531639940,-0.0032648703,-0.1299642872,0.0164436062,-0.0598406477,0.4394316663
2022-11-28,0.2687923437,0.2687923437,0.7312076563,0.0419268291,-0.0126399450,-0.1243108103,0.0165467310,-0.0748389408,0.4417258444
2022-11-29,0.2570976732,0.2570976732,0.7429023268,0.0159660598,-0.0033936120,-0.1364036647,0.0164892730,-0.0764271378,0.4382464868
2022-11-30,0.2347066031,0.2347066031,0.7652933969,0.0555943043,0.0358838008,-0.0915165018,0.0169255898,-0.0473335964,0.4312997328
2022-12-01,0.2384109472,0.2384109472,0.7615890528,0.0594464099,0.0318771207,-0.0820090071,0.0169236348,-0.0480405378,0.4324773211
2022-12-02,0.2390800489,0.2390800489,0.7609199511,0.0854662587,0.0416776072,-0.0968750000,0.0168647446,-0.0491372653,0.4326887595
2022-12-05,0.2501563278,0.2501563278,0.7498436722,0.0770315554,0.0268093660,-0.1053654644,0.0170211719,-0.0662442773,0.4361352855
2022-12-06,0.2656014490,0.2656014490,0.7343985510,0.0464412052,-0.0058608768,-0.1285693981,0.0169758784,-0.0797052151,0.4407857188
2022-12-07,0.2673812205,0.2673812205,0.7326187795,0.0347723653,-0.0139893573,-0.1476649956,0.0169568228,-0.0812667808,0.4413109160
2022-12-08,0.2705606016,0.2705606016,0.7294393984,0.0372816356,-0.0214664200,-0.1432677209,0.0168699538,-0.0740690527,0.4422439600
2022-12-09,0.2876422752,0.2876422752,0.7123577248,0.0511806554,-0.0391070362,-0.1438994136,0.0168352924,-0.0809883621,0.4471504737
2022-12-12,0.2418463900,0.2418463900,0.7581536100,0.0107992041,0.0190596667,-0.1396301286,0.0160108567,-0.0677380540,0.4335589153
2022-12-13,0.2373977486,0.2373977486,0.7626022514,0.0086807542,0.0228705959,-0.1253922382,0.0160306549,-0.0606807458,0.4321564163
2022-12-14,0.2371712863,0.2371712863,0.7628287137,0.0108345941,0.0280052587,-0.1249565887,0.0159836629,-0.0666849051,0.4320845691
2022-12-15,0.2441659481,0.2441659481,0.7558340519,-0.0222321020,0.0105550256,-0.1594913228,0.0162611925,-0.0895152368,0.4342836361
2022-12-16,0.2577862749,0.2577862749,0.7422137251,-0.0263459876,-0.0090579179,-0.1620277254,0.0163031340,-0.1002621978,0.4384539925
2022-12-19,0.2574899618,0.2574899618,0.7425100382,-0.0316483805,-0.0060529879,-0.1601990095,0.0162734829,-0.1078932906,0.4383647422
2022-12-20,0.2463541136,0.2463541136,0.7536458864,-0.0346998946,0.0129687230,-0.1500254542,0.0161195796,-0.1066755115,0.4349632997
2022-12-21,0.2326186564,0.2326186564,0.7673813436,-0.0166989618,0.0368301130,-0.1523613796,0.0161838675,-0.0933186780,0.4306306526
2022-12-22,0.2284980826,0.2284980826,0.7715019174,-0.0435897768,0.0394598278,-0.1727321621,0.0161434723,-0.1062518309,0.4292985755
2022-12-23,0.2182217920,0.2182217920,0.7817782080,-0.0441098098,0.0558789654,-0.1731144839,0.0160975921,-0.1011095590,0.4259055036
2022-12-27,0.2187375645,0.2187375645,0.7812624355,-0.0476630701,0.0544141463,-0.1878670092,0.0161034522,-0.1046515288,0.4260783304
2022-12-28,0.2410271149,0.2410271149,0.7589728851,-0.0442513771,0.0212170441,-0.1973041640,0.0160095804,-0.1157785918,0.4333018803
2022-12-29,0.2191422693,0.2191422693,0.7808577307,-0.0253775437,0.0617764146,-0.1839018394,0.0159226298,-0.0998651485,0.4262137476
2022-12-30,0.2062402701,0.2062402701,0.7937597299,-0.0576295566,0.0756171139,-0.1837897684,0.0157891103,-0.1022353388,0.4218097969
2023-01-03,0.2243671059,0.2243671059,0.7756328941,-0.0609022289,0.0435263031,-0.1851671231,0.0154711247,-0.1060169908,0.4279471008
2023-01-04,0.2387486386,0.2387486386,0.7612513614,-0.0525600189,0.0199825666,-0.1836209942,0.0150097393,-0.0991146286,0.4325840805
2023-01-05,0.2482455176,0.2482455176,0.7517544824,-0.0462138792,0.0106904415,-0.1926623022,0.0150800978,-0.1093967515,0.4355477145
2023-01-06,0.2316864151,0.2316864151,0.7683135849,-0.0100703716,0.0446484590,-0.1579838890,0.0152836790,-0.0889729256,0.4303306484
2023-01-09,0.2180576557,0.2180576557,0.7819423443,-0.0089490882,0.0740163237,-0.1576651033,0.0148372094,-0.0894886054,0.4258504463
2023-01-10,0.2082477440,0.2082477440,0.7917522560,-0.0097580618,0.0898665585,-0.1483865890,0.0148106224,-0.0831043441,0.4225072261
2023-01-11,0.1990566115,0.1990566115,0.8009433885,0.0103136237,0.1106799153,-0.1365382277,0.0148422608,-0.0715100219,0.4192746413
2023-01-12,0.1920889036,0.1920889036,0.8079110964,-0.0004181080,0.1184215114,-0.1412178911,0.0148297153,-0.0681278402,0.4167533707
2023-01-13,0.2034102582,0.2034102582,0.7965897418,-0.0040774982,0.0938828778,-0.1402172147,0.0144969289,-0.0645108184,0.4208185511
2023-01-17,0.1948179982,0.1948179982,0.8051820018,0.0004876745,0.1173425342,-0.1298056964,0.0141664864,-0.0662297511,0.4177485060
2023-01-18,0.2240426407,0.2240426407,0.7759573593,0.0093864755,0.0721552523,-0.1438987481,0.0140038218,-0.0809689938,0.4278402511
2023-01-19,0.2386369359,0.2386369359,0.7613630641,0.0140084061,0.0519880408,-0.1347970731,0.0139778059,-0.0876583052,0.4325487771
2023-01-20,0.2251786974,0.2251786974,0.7748213026,0.0417333818,0.0792376229,-0.1094396704,0.0141155674,-0.0706626607,0.4282139158
2023-01-23,0.2133001976,0.2133001976,0.7866998024,0.0527988943,0.1014247438,-0.0886511595,0.0141234577,-0.0595089663,0.4242422427
2023-01-24,0.2259594042,0.2259594042,0.7740405958,0.0361707014,0.0741337408,-0.0714111369,0.0138252216,-0.0605233787,0.4284699735
2023-01-25,0.2363756942,0.2363756942,0.7636243058,0.0515657168,0.0615555422,-0.0749771840,0.0137534981,-0.0601650660,0.4318318075
2023-01-26,0.2383252206,0.2383252206,0.7616747794,0.0570345073,0.0563459892,-0.0532638587,0.0136803575,-0.0498417856,0.4324502036
2023-01-27,0.2337135541,0.2337135541,0.7662864459,0.0636551196,0.0668109469,-0.0486898270,0.0136378943,-0.0476580147,0.4309819981
2023-01-30,0.2412104993,0.2412104993,0.7587895007,0.0635279622,0.0590825558,-0.0559695326,0.0137228778,-0.0596058076,0.4333594629
2023-01-31,0.2416040413,0.2416040413,0.7583959587,0.0600890806,0.0496825431,-0.0653147759,0.0135258302,-0.0457768728,0.4334829403
2023-02-01,0.2308965226,0.2308965226,0.7691034774,0.0741844404,0.0685566513,-0.0720783471,0.0135407640,-0.0356351698,0.4300758331
2023-02-02,0.2201826183,0.2201826183,0.7798173817,0.0944274584,0.0888718843,-0.0648912810,0.0136260890,-0.0216004474,0.4265610832
2023-02-03,0.2111108562,0.2111108562,0.7888891438,0.0744998764,0.1050308573,-0.0837404783,0.0132893650,-0.0319987798,0.4234939279
2023-02-06,0.2124434540,0.2124434540,0.7875565460,0.0802667312,0.1097123708,-0.0674095074,0.0132388388,-0.0379109399,0.4239500383
2023-02-07,0.2075856650,0.2075856650,0.7924143350,0.0698543969,0.1082655435,-0.0596535567,0.0132194804,-0.0253336787,0.4222777256
2023-02-08,0.2194832403,0.2194832403,0.7805167597,0.0587581498,0.0857692895,-0.0669300564,0.0132753962,-0.0359886405,0.4263277080
2023-02-09,0.2256829742,0.2256829742,0.7743170258,0.0422712234,0.0705790777,-0.0825715793,0.0133251655,-0.0443460429,0.4283793768
2023-02-10,0.2102481382,0.2102481382,0.7897518618,0.0316523689,0.0956376536,-0.0936976724,0.0130309604,-0.0421211145,0.4231975886
2023-02-13,0.2404536545,0.2404536545,0.7595463455,0.0399784883,0.0507699092,-0.0662715241,0.0111802587,-0.0308729999,0.4331216324
2023-02-14,0.2464073098,0.2464073098,0.7535926902,0.0354812746,0.0402112083,-0.0479328027,0.0111238227,-0.0313184698,0.4349797752
2023-02-15,0.2388083379,0.2388083379,0.7611916621,0.0407580161,0.0525472571,-0.0417177943,0.0110655318,-0.0240646327,0.4326029440
2023-02-16,0.2555278613,0.2555278613,0.7444721387,0.0428869108,0.0292727443,-0.0698958962,0.0111728404,-0.0375046498,0.4377721515
2023-02-17,0.2501392626,0.2501392626,0.7498607374,0.0479036196,0.0345882784,-0.0732671223,0.0111311410,-0.0268370702,0.4361300504
2023-02-21,0.2547496999,0.2547496999,0.7452503001,0.0081071224,0.0169423822,-0.0720318458,0.0114234578,-0.0424447881,0.4375363550
2023-02-22,0.2556394579,0.2556394579,0.7443605421,-0.0052230949,0.0109588253,-0.0672710465,0.0114126756,-0.0437661615,0.4378059309
2023-02-23,0.2507827638,0.2507827638,0.7492172362,0.0011544964,0.0200440054,-0.0521482421,0.0114195127,-0.0386736777,0.4363273005
2023-02-24,0.2662406832,0.2662406832,0.7337593168,-0.0099202465,-0.0042488698,-0.0453309157,0.0113786833,-0.0489452521,0.4409745940
2023-02-27,0.2646103377,0.2646103377,0.7353896623,-0.0173418947,-0.0071134889,-0.0562823318,0.0113586393,-0.0457061553,0.4404923333
2023-02-28,0.2654208586,0.2654208586,0.7345791414,-0.0232228838,-0.0105657559,-0.0800725930,0.0113679380,-0.0492372410,0.4407323101
2023-03-01,0.2622341058,0.2622341058,0.7377658942,-0.0146050609,0.0016198464,-0.0812389882,0.0111966862,-0.0528821528,0.4397862191
2023-03-02,0.2531729288,0.2531729288,0.7468270712,-0.0213325756,0.0111460919,-0.0597728719,0.0112358431,-0.0455156202,0.4370571941
2023-03-03,0.2602447243,0.2602447243,0.7397552757,-0.0160897552,-0.0040076646,-0.0619571331,0.0106980093,-0.0302035261,0.4391920717
2023-03-06,0.2560629729,0.2560629729,0.7439370271,-0.0295329415,-0.0025788141,-0.0566187507,0.0106979461,-0.0295329415,0.4379340425
2023-03-07,0.2674156450,0.2674156450,0.7325843550,-0.0341470125,-0.0167383406,-0.0634705068,0.0108706746,-0.0444120012,0.4413210537
2023-03-08,0.2592508417,0.2592508417,0.7407491583,-0.0266238538,0.0029117026,-0.0334487773,0.0106314719,-0.0428506032,0.4388942026
2023-03-09,0.2593360104,0.2593360104,0.7406639896,-0.0569124876,-0.0011943440,-0.0440375566,0.0107320236,-0.0605109805,0.4389197552
2023-03-10,0.2685951199,0.2685951199,0.7314048801,-0.0602438081,-0.0139295879,-0.0824170435,0.0108839488,-0.0740637179,0.4416679307
2023-03-13,0.2766446499,0.2766446499,0.7233553501,-0.0533807919,-0.0229936750,-0.0795782888,0.0108366169,-0.0753875657,0.4440115466
2023-03-14,0.2609069430,0.2609069430,0.7390930570,-0.0399697712,0.0006322528,-0.0523220710,0.0110014293,-0.0601051655,0.4393901553
2023-03-15,0.2714135505,0.2714135505,0.7285864495,-0.0570454290,-0.0197575493,-0.0512886248,0.0108741055,-0.0659820600,0.4424931644
2023-03-16,0.2632531167,0.2632531167,0.7367468833,-0.0400563844,-0.0100494094,-0.0554366912,0.0110610462,-0.0495910919,0.4400894971
2023-03-17,0.2651075508,0.2651075508,0.7348924492,-0.0543557601,-0.0153332140,-0.0867289000,0.0111296705,-0.0607064646,0.4406395992
2023-03-20,0.2488664816,0.2488664816,0.7511335184,-0.0319336774,0.0190601293,-0.0893405792,0.0107524074,-0.0516770801,0.4357389706
2023-03-21,0.2340305120,0.2340305120,0.7659694880,-0.0167564803,0.0447779267,-0.0873823604,0.0107565736,-0.0392205382,0.4310835071
2023-03-22,0.2438162638,0.2438162638,0.7561837362,-0.0137374280,0.0357520856,-0.1026762938,0.0109279440,-0.0555991339,0.4341746629
2023-03-23,0.2428477718,0.2428477718,0.7571522282,-0.0097040146,0.0371370110,-0.1106628523,0.0109307250,-0.0530454686,0.4338723280
2023-03-24,0.2471295660,0.2471295660,0.7528704340,-0.0084865739,0.0285632653,-0.0931458410,0.0108038869,-0.0468320445,0.4352032440
2023-03-27,0.2402285329,0.2402285329,0.7597714671,0.0040926772,0.0453949507,-0.1049412638,0.0106381036,-0.0450528921,0.4330507975
2023-03-28,0.2440743084,0.2440743084,0.7559256916,-0.0015609847,0.0370821258,-0.1112906241,0.0106252706,-0.0471957934,0.4342550878
2023-03-29,0.2329524832,0.2329524832,0.7670475168,0.0167140779,0.0563191382,-0.1047408864,0.0107512209,-0.0333461182,0.4307378898
2023-03-30,0.2231170208,0.2231170208,0.7768829792,0.0266045554,0.0758765145,-0.1104991511,0.0106310236,-0.0276845036,0.4275348656
2023-03-31,0.2235146636,0.2235146636,0.7764853364,0.0330385683,0.0717513273,-0.0923575584,0.0105426609,-0.0139808228,0.4276661616
2023-04-03,0.2166175038,0.2166175038,0.7833824962,0.0206011957,0.0786745016,-0.0746621880,0.0105365666,-0.0102245592,0.4253661587
2023-04-04,0.2173107144,0.2173107144,0.7826892856,0.0142405467,0.0772307634,-0.0823873270,0.0105490566,-0.0157129601,0.4255995399
2023-04-05,0.2265933310,0.2265933310,0.7734066690,0.0273346160,0.0661770239,-0.0925677716,0.0105269554,-0.0182913702,0.4286774576
2023-04-06,0.2181470067,0.2181470067,0.7818529933,0.0296607102,0.0826942785,-0.0773740856,0.0104101666,-0.0144608723,0.4258804213
2023-04-10,0.2367197299,0.2367197299,0.7632802701,0.0500933703,0.0595088454,-0.0671015778,0.0100355779,-0.0134488092,0.4319411761
2023-04-11,0.2396556821,0.2396556821,0.7603443179,0.0657439724,0.0603881048,-0.0715290162,0.0100340775,-0.0131889886,0.4328703566
2023-04-12,0.2468741043,0.2468741043,0.7531258957,0.0629263580,0.0487192419,-0.0728317276,0.0100237725,-0.0172050727,0.4351242504
2023-04-13,0.2424594162,0.2424594162,0.7575405838,0.0595284795,0.0493755052,-0.0441870462,0.0100361559,-0.0041546551,0.4337508786
2023-04-14,0.2478789380,0.2478789380,0.7521210620,0.0635908441,0.0430129876,-0.0429690480,0.0100377843,-0.0065870708,0.4354346671
2023-04-17,0.2431148571,0.2431148571,0.7568851429,0.0489970944,0.0427069288,-0.0504132757,0.0100363556,-0.0030238169,0.4339557809
2023-04-18,0.2450520088,0.2450520088,0.7549479912,0.0621035217,0.0453082908,-0.0378106437,0.0100310487,-0.0023730281,0.4345593183
2023-04-19,0.2342585330,0.2342585330,0.7657414670,0.0518185685,0.0618988786,-0.0383629029,0.0098062102,-0.0025363440,0.4311564776
2023-04-20,0.2298067456,0.2298067456,0.7701932544,0.0325104629,0.0638414181,-0.0588144148,0.0097841236,-0.0079851531,0.4297233341
2023-04-21,0.2453555253,0.2453555253,0.7546444747,0.0512319995,0.0451961653,-0.0573827687,0.0095211940,-0.0072155892,0.4346536065
2023-04-24,0.2520972772,0.2520972772,0.7479027228,0.0494946275,0.0338818999,-0.0420709427,0.0094117284,-0.0061763068,0.4367292525
2023-04-25,0.2601563888,0.2601563888,0.7398436112,0.0261007947,0.0185672906,-0.0306819631,0.0096355639,-0.0219536035,0.4391656254
2023-04-26,0.2623431945,0.2623431945,0.7376568055,0.0198513674,0.0138667065,-0.0403508173,0.0096527667,-0.0260958862,0.4398187202
