date,cost
2020-02-03,0.0015
2020-05-01,0.0008939898115211332
2020-08-03,0.0020181740697542555
2020-11-03,0.00016038373800059263
2021-02-02,7.314759364403112e-05
2021-05-03,0.0027494124916683437
2021-08-03,0.005334388287280569
2021-11-02,0.001418889565744303
2022-02-01,0.0026610357783686403
2022-05-03,0.0012240583918906832
2022-08-02,0.0007617820172600394
2022-11-01,0.0009674027014379693
2023-02-01,0.0009382932951044612
2023-05-02,0.0014495380330973408
2023-08-01,0.003185909561222128
2023-11-01,0.0028366509736854123
2024-02-01,0.0028003027152354054
2024-05-01,0.0027661250413120236
2024-08-01,0.0030586614015726938
2024-11-01,0.003966561811416695
